040102	Divalá	0401	Alanje	04	Chiriquí	Provincia	8.40391	-82.68631	3496
040103	El Tejar	0401	Alanje	04	Chiriquí	Provincia	8.43615	-82.56543	2113
040104	Guarumal	0401	Alanje	04	Chiriquí	Provincia	8.32638	-82.53576	2743
040105	Palo Grande	0401	Alanje	04	Chiriquí	Provincia	8.34732	-82.60287	642
040106	Querévalo	0401	Alanje	04	Chiriquí	Provincia	8.34517	-82.50200	2006
040107	Santo Tomás	0401	Alanje	04	Chiriquí	Provincia	8.39083	-82.65466	1511
040108	Canta Gallo	0401	Alanje	04	Chiriquí	Provincia	8.38498	-82.62141	683
040109	Nuevo México	0401	Alanje	04	Chiriquí	Provincia	8.41369	-82.74180	2497
040201	Puerto Armuelles	0402	Barú	04	Chiriquí	Provincia	8.25878	-82.90496	12249
040202	Limones	0402	Barú	04	Chiriquí	Provincia	8.10794	-82.88238	1159
040203	Progreso	0402	Barú	04	Chiriquí	Provincia	8.45507	-82.83389	11690
040204	Baco	0402	Barú	04	Chiriquí	Provincia	8.36574	-82.77114	8008
040205	Rodolfo Aguilar Delgado	0402	Barú	04	Chiriquí	Provincia	8.38624	-82.93060	8851
040206	El Palmar	0402	Barú	04	Chiriquí	Provincia	8.32100	-82.93444	6147
040207	Manaca	0402	Barú	04	Chiriquí	Provincia	8.34748	-82.84603	8203
040301	Boquerón	0403	Boquerón	04	Chiriquí	Provincia	8.53916	-82.57979	5083
040302	Bágala	0403	Boquerón	04	Chiriquí	Provincia	8.51813	-82.54197	5113
040303	Cordillera	0403	Boquerón	04	Chiriquí	Provincia	8.75224	-82.59726	483
040304	Guabal	0403	Boquerón	04	Chiriquí	Provincia	8.60928	-82.54617	1126
040305	Guayabal	0403	Boquerón	04	Chiriquí	Provincia	8.65793	-82.56937	2420
040306	Paraíso	0403	Boquerón	04	Chiriquí	Provincia	8.71791	-82.58244	683
040307	Pedregal	0403	Boquerón	04	Chiriquí	Provincia	8.48599	-82.59731	2627
040308	Tijeras	0403	Boquerón	04	Chiriquí	Provincia	8.47178	-82.56780	3466
040401	Bajo Boquete o Boquete	0404	Boquete	04	Chiriquí	Provincia	8.78092	-82.45926	4203
040402	Caldera	0404	Boquete	04	Chiriquí	Provincia	8.71414	-82.34104	1637
040403	Palmira	0404	Boquete	04	Chiriquí	Provincia	8.76047	-82.48992	2440
040404	Alto Boquete	0404	Boquete	04	Chiriquí	Provincia	8.67445	-82.42355	8111
040405	Jaramillo	0404	Boquete	04	Chiriquí	Provincia	8.77158	-82.38171	2942
040406	Los Naranjos	0404	Boquete	04	Chiriquí	Provincia	8.82669	-82.47182	4229
040501	La Concepción	0405	Bugaba	04	Chiriquí	Provincia	8.56178	-82.63508	21280
040502	Aserrío de Gariché	0405	Bugaba	04	Chiriquí	Provincia	8.49897	-82.77954	6015
040503	Bugaba	0405	Bugaba	04	Chiriquí	Provincia	8.48061	-82.62212	4845
040505	Gómez	0405	Bugaba	04	Chiriquí	Provincia	8.56814	-82.74914	2746
040506	La Estrella	0405	Bugaba	04	Chiriquí	Provincia	8.49840	-82.66746	6032
040507	San Andrés	0405	Bugaba	04	Chiriquí	Provincia	8.64476	-82.71747	2527
040508	Santa Marta	0405	Bugaba	04	Chiriquí	Provincia	8.51432	-82.70100	4106
040509	Santa Rosa	0405	Bugaba	04	Chiriquí	Provincia	8.61601	-82.67745	1677
040510	Santo Domingo	0405	Bugaba	04	Chiriquí	Provincia	8.48778	-82.73816	3814
040511	Sortová	0405	Bugaba	04	Chiriquí	Provincia	8.58377	-82.65242	2850
040513	El Bongo	0405	Bugaba	04	Chiriquí	Provincia	8.60512	-82.61262	1706
040514	Solano	0405	Bugaba	04	Chiriquí	Provincia	8.52009	-82.61082	4643
040515	San Isidro	0405	Bugaba	04	Chiriquí	Provincia	8.51972	-82.80952	6629
040601	David	0406	David	04	Chiriquí	Provincia	8.44982	-82.42403	16051
040602	Bijagual	0406	David	04	Chiriquí	Provincia	8.51048	-82.33189	878
040603	Cochea	0406	David	04	Chiriquí	Provincia	8.55586	-82.37087	3036
040604	Chiriquí	0406	David	04	Chiriquí	Provincia	8.37007	-82.29525	6703
040605	Guacá	0406	David	04	Chiriquí	Provincia	8.59910	-82.50416	2565
040606	Las Lomas	0406	David	04	Chiriquí	Provincia	8.44240	-82.37788	25297
040607	Pedregal	0406	David	04	Chiriquí	Provincia	8.32474	-82.40664	17078
040608	San Carlos	0406	David	04	Chiriquí	Provincia	8.52112	-82.48926	5306
040609	San Pablo Nuevo	0406	David	04	Chiriquí	Provincia	8.39056	-82.49051	2731
040610	San Pablo Viejo	0406	David	04	Chiriquí	Provincia	8.45954	-82.48500	16041
040611	David Este	0406	David	04	Chiriquí	Provincia	8.38159	-82.41074	27145
040612	David Sur	0406	David	04	Chiriquí	Provincia	8.40039	-82.44671	33667
040701	Dolega	0407	Dolega	04	Chiriquí	Provincia	8.57295	-82.42770	4838
040702	Dos Ríos	0407	Dolega	04	Chiriquí	Provincia	8.53314	-82.38830	1857
040703	Los Anastacios	0407	Dolega	04	Chiriquí	Provincia	8.53186	-82.41384	4262
040704	Potrerillos	0407	Dolega	04	Chiriquí	Provincia	8.71362	-82.49429	1880
040705	Potrerillos Abajo	0407	Dolega	04	Chiriquí	Provincia	8.63665	-82.46624	2153
040706	Rovira	0407	Dolega	04	Chiriquí	Provincia	8.68366	-82.51756	2285
040707	Tinajas	0407	Dolega	04	Chiriquí	Provincia	8.56831	-82.47077	2053
040708	Los Algarrobos	0407	Dolega	04	Chiriquí	Provincia	8.53132	-82.43468	18350
040801	Gualaca	0408	Gualaca	04	Chiriquí	Provincia	8.58227	-82.25182	5879
040802	Hornito	0408	Gualaca	04	Chiriquí	Provincia	8.71389	-82.22007	1175
040803	Los Ángeles	0408	Gualaca	04	Chiriquí	Provincia	8.53042	-82.19275	668
040804	Paja de Sombrero	0408	Gualaca	04	Chiriquí	Provincia	8.65415	-82.30988	633
040805	Rincón	0408	Gualaca	04	Chiriquí	Provincia	8.46419	-82.24462	1476
040901	Remedios	0409	Remedios	04	Chiriquí	Provincia	8.18147	-81.81259	844
040902	El Nancito	0409	Remedios	04	Chiriquí	Provincia	8.24473	-81.74873	593
040903	El Porvenir	0409	Remedios	04	Chiriquí	Provincia	8.27586	-81.83818	1568
040904	El Puerto	0409	Remedios	04	Chiriquí	Provincia	8.19911	-81.78511	799
040905	Santa Lucía	0409	Remedios	04	Chiriquí	Provincia	8.25150	-81.79945	584
041001	Río Sereno	0410	Renacimiento	04	Chiriquí	Provincia	8.82739	-82.82593	6109
041002	Breñón	0410	Renacimiento	04	Chiriquí	Provincia	8.62260	-82.81633	645
041003	Cañas Gordas	0410	Renacimiento	04	Chiriquí	Provincia	8.72168	-82.86881	2508
041004	Monte Lirio	0410	Renacimiento	04	Chiriquí	Provincia	8.79592	-82.80404	3477
041005	Plaza Caisán	0410	Renacimiento	04	Chiriquí	Provincia	8.75700	-82.77472	3518
041006	Santa Cruz	0410	Renacimiento	04	Chiriquí	Provincia	8.64616	-82.76569	1880
041007	Dominical	0410	Renacimiento	04	Chiriquí	Provincia	8.71377	-82.75699	822
041008	Santa Clara	0410	Renacimiento	04	Chiriquí	Provincia	8.84414	-82.77304	3470
041101	Las Lajas	0411	San Félix	04	Chiriquí	Provincia	8.20922	-81.86382	1521
041102	Juay o Las Mareas	0411	San Félix	04	Chiriquí	Provincia	8.29545	-81.96009	633
041103	Lajas Adentro	0411	San Félix	04	Chiriquí	Provincia	8.22297	-81.90397	868
041104	San Félix	0411	San Félix	04	Chiriquí	Provincia	8.31211	-81.88694	3333
041105	Santa Cruz	0411	San Félix	04	Chiriquí	Provincia	8.24186	-81.92086	526
041201	Horconcitos	0412	San Lorenzo	04	Chiriquí	Provincia	8.29927	-82.15971	1052
041202	Boca Chica	0412	San Lorenzo	04	Chiriquí	Provincia	8.24050	-82.17282	553
041203	Boca del Monte	0412	San Lorenzo	04	Chiriquí	Provincia	8.39976	-82.13040	2071
041204	San Juan	0412	San Lorenzo	04	Chiriquí	Provincia	8.26858	-82.00341	1672
041205	San Lorenzo	0412	San Lorenzo	04	Chiriquí	Provincia	8.28913	-82.07212	2683
041301	Tolé	0413	Tolé	04	Chiriquí	Provincia	8.21942	-81.70708	3372
041302	Bella Vista	0413	Tolé	04	Chiriquí	Provincia	8.19315	-81.60880	759
041303	Cerro Viejo	0413	Tolé	04	Chiriquí	Provincia	8.25166	-81.57365	2057
041304	El Cristo	0413	Tolé	04	Chiriquí	Provincia	8.32071	-81.60186	2043
041305	Justo Fidel Palacios	0413	Tolé	04	Chiriquí	Provincia	8.32729	-81.53522	808
041306	Lajas de Tolé	0413	Tolé	04	Chiriquí	Provincia	8.15628	-81.67163	725
041307	Potrero de Caña	0413	Tolé	04	Chiriquí	Provincia	8.28545	-81.69577	502
041308	Quebrada de Piedra	0413	Tolé	04	Chiriquí	Provincia	8.07421	-81.67050	1041
041309	Veladero	0413	Tolé	04	Chiriquí	Provincia	8.23868	-81.64258	1886
041401	Volcán	0414	Tierras Altas	04	Chiriquí	Provincia	8.73196	-82.66347	7077
041402	Cerro Punta	0414	Tierras Altas	04	Chiriquí	Provincia	8.87304	-82.58574	4828
041403	Cuesta de Piedra	0414	Tierras Altas	04	Chiriquí	Provincia	8.69952	-82.62808	955
041404	Nueva California	0414	Tierras Altas	04	Chiriquí	Provincia	8.84240	-82.67740	5995
041405	Paso Ancho	0414	Tierras Altas	04	Chiriquí	Provincia	8.82629	-82.59834	4670
050101	La Palma	0501	Chepigana	05	Darién	Provincia	8.20671	-78.14657	3793
050102	Camogantí	0501	Chepigana	05	Darién	Provincia	8.07070	-77.86541	377
050103	Chepigana	0501	Chepigana	05	Darién	Provincia	8.11937	-78.01985	796
050104	Garachiné	0501	Chepigana	05	Darién	Provincia	8.02876	-78.33530	1953
050105	Jaqué	0501	Chepigana	05	Darién	Provincia	7.47056	-77.98337	1738
050106	Puerto Piña	0501	Chepigana	05	Darién	Provincia	7.79223	-78.28825	1139
050109	Sambú	0501	Chepigana	05	Darién	Provincia	8.01859	-78.22548	856
050110	Setegantí	0501	Chepigana	05	Darién	Provincia	8.27909	-78.08396	589
050111	Taimatí	0501	Chepigana	05	Darién	Provincia	8.12999	-78.20159	618
050112	Tucutí	0501	Chepigana	05	Darién	Provincia	7.75648	-77.85019	1124
050201	El Real de Santa María	0502	Pinogana	05	Darién	Provincia	8.05707	-77.73061	1078
050202	Boca de Cupe	0502	Pinogana	05	Darién	Provincia	7.82318	-77.62410	1117
050203	Paya	0502	Pinogana	05	Darién	Provincia	7.82439	-77.43702	862
050204	Pinogana	0502	Pinogana	05	Darién	Provincia	8.09251	-77.66227	477
050205	Púcuro	0502	Pinogana	05	Darién	Provincia	7.99043	-77.51741	427
050206	Yape	0502	Pinogana	05	Darién	Provincia	8.07149	-77.34877	266
050207	Yaviza	0502	Pinogana	05	Darién	Provincia	8.21136	-77.76141	4824
050208	Metetí	0502	Pinogana	05	Darién	Provincia	8.58510	-77.92128	9691
050209	Comarca Kuna de Wargandí	0502	Pinogana	05	Darién	Provincia	8.90482	-77.97816	2781
050307	Río Congo	0503	Santa Fe	05	Darién	Provincia	8.55217	-78.38779	1429
050308	Río Iglesias	0503	Santa Fe	05	Darién	Provincia	8.36041	-77.98353	1986
