10209,10201
10210,10201
10301,10301
10302,10301
10303,10303
10304,10301
10305,10301
10306,10301
10307,10301
10401,10101
10402,10101
10403,10101
10404,10101
11101,11101
11102,11101
11201,11201
11202,11201
11203,11201
11301,11101
11302,11101
11303,11101
11401,11101
11402,11101
12101,12101
12102,12101
12103,12101
12104,12101
12201,12101
12202,12101
12301,12101
12302,12101
12303,12101
12401,12401
12402,12401
13101,13101
13102,13102
13103,13103
13104,13104
13105,13105
13106,13106
13107,13107
13108,13108
13109,13109
13110,13110
13111,13111
13112,13112
13113,13113
13114,13114
13115,13115
13116,13116
13117,13117
13118,13118
13119,13119
13120,13120
13121,13121
13122,13122
13123,13123
13124,13124
13125,13125
13126,13126
13127,13127
13128,13128
13129,13129
13130,13130
13131,13131
13132,13132
13201,13201
13202,13202
13203,13201
13301,13301
13302,13302
13303,13301
13401,13401
13402,13402
13403,13403
13404,13404
13501,13501
13502,13501
13503,13503
13504,13501
13505,13501
13601,13601
13602,13602
13603,13603
13604,13604
13605,13605
