1310	Santiago de Chuco	13	La Libertad	-8.110139	-78.061458	50896
1311	Gran Chimú	13	La Libertad	-7.603542	-78.615764	26892
1312	Virú	13	La Libertad	-8.635556	-78.685463	92324
1401	Chiclayo	14	Lambayeque	-6.827319	-79.705194	799675
1402	Ferreñafe	14	Lambayeque	-6.461898	-79.614398	97415
1403	Lambayeque	14	Lambayeque	-6.411736	-79.819676	300170
1501	Lima	15	Lima	-11.821591	-75.223952	8574974
1502	Barranca	15	Lima	-10.744389	-77.764833	144381
1503	Cajatambo	15	Lima	-10.525111	-77.078611	6559
1504	Canta	15	Lima	-11.533135	-76.679127	11548
1505	Cañete	15	Lima	-12.837917	-76.424878	240013
1506	Huaral	15	Lima	-11.323657	-76.886134	183898
1507	Huarochirí	15	Lima	-11.940625	-76.442526	58145
1508	Huaura	15	Lima	-11.021898	-77.299120	227685
1509	Oyón	15	Lima	-10.796481	-76.946667	17739
1510	Yauyos	15	Lima	-12.526313	-75.941347	20463
1601	Maynas	16	Loreto	-2.829060	-62.124487	479866
1602	Alto Amazonas	16	Loreto	-5.628519	-76.063194	122725
1603	Loreto	16	Loreto	-4.203056	-74.528389	62437
1604	Mariscal Ramón Castilla	16	Loreto	-3.900069	-70.880903	49072
1605	Requena	16	Loreto	-5.433864	-73.925909	58511
1606	Ucayali	16	Loreto	-7.152454	-75.113889	54637
1607	Datem del Marañon	16	Loreto	-4.516157	-76.875139	48482
1608	Putumayo	16	Loreto	-1.754236	-72.983403	7780
1701	Tambopata	17	Madre de Dios	-12.672847	-69.571319	111474
1702	Manu	17	Madre de Dios	-12.678681	-70.799167	18549
1703	Tahuamanu	17	Madre de Dios	-11.270185	-69.461667	11047
1801	Mariscal Nieto	18	Moquegua	-16.958704	-70.790324	85349
1802	General Sánchez Cerro	18	Moquegua	-16.488081	-70.872727	14865
1803	Ilo	18	Moquegua	-17.619537	-71.317315	74649
1901	Pasco	19	Pasco	-10.676218	-76.182415	123015
1902	Daniel Alcides Carrión	19	Pasco	-10.451840	-76.445451	43580
1903	Oxapampa	19	Pasco	-10.344167	-75.286979	87470
2001	Piura	20	Piura	-5.184250	-80.599500	799321
2002	Ayabaca	20	Piura	-4.706333	-79.849583	119287
2003	Huancabamba	20	Piura	-5.325451	-79.516632	111501
2004	Morropón	20	Piura	-5.177944	-79.911417	162027
2005	Paita	20	Piura	-4.915992	-81.029683	129892
2006	Sullana	20	Piura	-4.842187	-80.704271	311454
2007	Talara	20	Piura	-4.374306	-81.210833	144150
2008	Sechura	20	Piura	-5.472546	-80.766991	79177
2101	Puno	21	Puno	-15.815426	-70.027722	219494
2102	Azángaro	21	Puno	-14.953241	-70.170685	110392
2103	Carabaya	21	Puno	-13.952806	-70.267806	73322
2104	Chucuito	21	Puno	-16.544841	-69.262659	89002
2105	El Collao	21	Puno	-16.549167	-69.672389	63878
2106	Huancané	21	Puno	-15.184132	-69.717847	57651
2107	Lampa	21	Puno	-15.326556	-70.493722	40856
2108	Melgar	21	Puno	-14.719043	-70.691389	67138
2109	Moho	21	Puno	-15.413611	-69.406667	19753
2110	San Antonio de Putina	21	Puno	-14.809333	-69.659222	36113
2111	San Román	21	Puno	-15.561056	-70.207722	307417
2112	Sandia	21	Puno	-14.256000	-69.393806	50742
2113	Yunguyo	21	Puno	-16.264722	-69.014206	36939
2201	Moyobamba	22	San Martín	-6.061111	-77.028472	122365
2202	Bellavista	22	San Martín	-7.062269	-76.537917	55033
2203	El Dorado	22	San Martín	-6.625667	-76.694944	36752
2204	Huallaga	22	San Martín	-6.977685	-76.738935	27506
2205	Lamas	22	San Martín	-6.401616	-76.485000	81521
2206	Mariscal Cáceres	22	San Martín	-7.290278	-76.722556	64626
2207	Picota	22	San Martín	-6.905556	-76.318556	40545
2208	Rioja	22	San Martín	-5.947377	-77.271389	122544
2209	San Martín	22	San Martín	-6.475000	-76.162619	193095
2210	Tocache	22	San Martín	-6.892778	-63.782500	69394
2301	Tacna	23	Tacna	-17.961566	-70.273737	306363
2302	Candarave	23	Tacna	-17.301528	-70.319630	6102
2303	Jorge Basadre	23	Tacna	-17.631204	-70.747222	10773
2304	Tarata	23	Tacna	-17.466563	-70.068819	6094
2401	Tumbes	24	Tumbes	-3.628611	-80.474630	154962
2402	Contralmirante Villar	24	Tumbes	-3.856759	-80.753056	21057
2403	Zarumilla	24	Tumbes	-3.559097	-80.238819	48844
2501	Coronel Portillo	25	Ucayali	-8.546746	-74.579841	384168
2502	Atalaya	25	Ucayali	-10.357222	-73.379306	49324
2503	Padre Abad	25	Ucayali	-6.251865	-53.697698	60107
2504	Purús	25	Ucayali	-9.772222	-70.709722	2860
